A24a	A24a'	A24b	A24b'	A25	A29a	A29b	A29c	A30	A32	APir	Au1	AuD	AuV	cc/ec	CEnt	cg	Cl	CxA	DCl	DEn	df	dhc	DIEnt	DLEnt	DLO	DS	DTT	Ect	fmi	Fr3	FrA	IEn	Ins	LO	lo	LPtA	M1	M2	MEnt	MO	MPtA	PaS	Pir	PLCo	PMCo	Post	PRh	PrS	PtPR	RAPir	S1	S1BF	S1DZ	S1FL	S1HL	S1J	S1Sh	S1Tr	S1ULp	S2	STr	TeA	V1	V1B	V1M	V2L	V2ML	V2MM	VCl	VEn	VIEnt	VO	VTT
24.16172	27.006033	27.808315	24.125502	16.180052	15.5419655	1.4912213	22.956686	12.947248	9.173899	5.3528566	22.142435	23.314138	23.230747	22.761063	0.0	23.461212	16.146692	2.1825447	18.863506	14.051632	20.193354	6.682611	5.173134	7.529089	0.0	21.109524	5.4858727	13.14333	19.582315	16.28354	0.0	11.103975	13.170543	3.914995	6.0385575	26.931133	21.807453	18.56093	0.0	0.6581101	26.194754	0.0	7.5575523	1.9119185	1.754175	1.4363235	10.413042	0.0	27.412315	1.9867765	22.124645	27.78899	25.224617	26.937405	25.419086	24.11244	23.303888	25.735437	26.271952	22.366798	0.0	11.676849	5.6551147	7.9607577	9.01525	8.665139	13.782554	6.605304	16.232676	8.845481	1.588776	0.8322218	1.6066841
23.997042	26.796629	27.799503	24.029238	16.120115	15.863918	1.4903266	22.826998	13.024334	9.119931	5.1684856	22.360538	23.23734	23.380348	22.695698	0.0	23.29775	16.082676	2.3300161	18.714409	13.867671	19.540487	6.7034826	5.2324796	7.5910444	0.0	21.053787	5.373947	13.025675	19.434984	16.137747	0.0	10.830041	13.070879	3.9319074	6.028293	26.876719	21.750402	18.501173	0.0	0.6590928	26.039278	0.0	7.528132	1.9556878	1.7175748	1.4265271	10.506565	0.0	27.179945	1.8910459	22.120453	27.752964	25.244118	26.79789	25.508835	24.000158	23.188772	25.730452	26.168978	22.365358	0.0	11.841869	5.63292	7.9338245	9.145665	8.601712	14.04838	6.6334147	16.115265	8.986376	1.5778836	0.83061916	1.6988468
24.17596	27.066431	27.8373	24.17598	16.152447	15.815955	1.5029777	22.872246	13.024706	9.156819	5.277205	22.14499	23.161285	23.25205	22.694296	0.0	23.299019	16.161991	2.1764274	18.732414	14.11776	20.239416	6.728424	5.212702	7.5918612	0.0	20.978455	5.4307795	13.115303	19.444237	16.221653	0.0	10.869958	13.079286	3.8896909	6.120954	26.527987	21.77825	18.53546	0.0	0.66014284	26.067814	0.0	7.569988	1.9190519	1.6891209	1.411171	10.388289	0.0	27.266035	1.8578101	22.074387	27.880127	25.15211	26.732224	25.609867	23.944237	23.084204	25.854551	26.16348	22.318296	0.0	11.788004	5.60959	8.035896	9.145962	8.650485	13.855088	6.6651745	16.162853	9.124386	1.5711126	0.8179341	1.8046865
24.092413	27.045141	27.809366	24.012108	16.19746	15.843112	1.4882046	22.595541	12.965181	9.055507	5.212655	22.080408	23.145773	23.11575	22.70439	0.0	23.263742	16.158243	2.1230538	18.92664	13.9650345	20.797422	6.7288833	5.235426	7.59561	0.0	21.06464	5.3517	13.172515	19.457848	16.124954	0.0	10.649845	13.121631	3.9184618	6.1517267	26.701569	21.793428	18.518574	0.0	0.6481261	26.297539	0.0	7.520024	1.9550602	1.6987367	1.3842515	10.430718	0.0	27.228703	1.905135	22.082117	27.880901	25.271559	26.891079	25.545698	24.00806	23.297716	25.636572	26.12142	22.445002	0.0	11.753963	5.611308	8.01729	9.074622	8.679324	13.963589	6.707645	16.100567	8.985832	1.5780113	0.81862575	1.7583673
23.89647	26.968039	27.877516	23.97616	16.015167	15.665829	1.4902952	22.864904	13.055145	9.060826	5.3749022	22.247858	23.290413	23.317707	22.735712	0.0	23.388147	16.185144	2.214078	18.839085	13.994576	20.557253	6.751114	5.098463	7.4919524	0.0	21.071014	5.3305016	13.138075	19.574017	16.189058	0.0	10.80449	13.102394	3.9100041	5.874494	27.003368	21.730337	18.576796	0.0	0.6440055	26.295883	0.0	7.511421	2.0462923	1.7957939	1.4123286	10.436636	0.0	27.516338	2.0950344	22.168941	27.841425	25.408968	26.928278	25.536684	24.138634	23.557467	25.913645	26.13964	22.381624	0.0	11.834035	5.605567	7.968183	9.137379	8.596196	14.1055565	6.6766715	16.404457	8.866611	1.5134448	0.8268809	1.5482925
24.185015	26.871586	27.697485	24.045414	16.110144	15.69369	1.4978131	22.558796	12.891129	9.165487	5.4140525	22.459312	23.250046	23.430609	22.730625	0.0	23.314102	16.182644	2.1598496	18.739208	14.029508	20.12175	6.674241	5.042251	7.5673394	0.0	21.01011	5.3120246	13.074232	19.455013	16.154013	0.0	10.734616	13.106388	3.8923237	6.0947995	27.00256	21.803295	18.4757	0.0	0.6544945	25.901594	0.0	7.590055	1.9885746	1.7837801	1.4192659	10.482443	0.0	27.300007	1.9025413	22.144966	27.741222	25.311815	26.87996	25.570467	24.257463	23.474403	25.952925	26.241032	22.352222	0.0	11.806167	5.6167445	8.028234	9.057941	8.709442	13.714688	6.665194	16.256779	9.057098	1.530885	0.8158735	1.664739
24.183287	26.823751	27.746794	24.02622	15.89124	15.818512	1.5022312	22.530619	12.898478	9.103237	5.439246	22.223545	23.15497	23.38379	22.706396	0.0	23.398806	16.127337	2.0213635	18.895153	14.120725	19.753025	6.686695	5.080584	7.5610266	0.0	20.890442	5.2967367	13.169818	19.556917	16.152185	0.0	11.023559	13.20243	3.9306312	6.0080967	26.643839	21.843897	18.541697	0.0	0.6554425	26.180378	0.0	7.609069	1.9854925	1.727766	1.4028997	10.446163	0.0	27.261852	1.9667345	22.061853	27.9192	25.401302	26.860071	25.502815	24.019691	23.407549	25.80745	26.175648	22.445192	0.0	11.771441	5.5867724	8.00109	9.087687	8.598427	14.055316	6.6879563	16.346039	9.076071	1.5760581	0.82241875	1.7892544
24.315762	27.131405	27.883574	23.977283	16.29294	15.837373	1.479362	22.671068	12.946982	9.24095	5.2115536	22.210737	23.431553	23.526388	22.760422	0.0	23.469425	16.224234	1.9471624	18.840044	14.042943	19.692665	6.7011194	5.0984488	7.5620017	0.0	21.112892	5.3805304	13.139783	19.580877	16.26137	0.0	10.833581	13.10927	3.890016	5.992596	26.792427	21.836945	18.596361	0.0	0.6605027	25.967146	0.0	7.527181	1.9313297	1.8392389	1.4059755	10.383525	0.0	27.490662	1.868066	22.200258	28.014463	25.518599	26.974602	25.430294	24.324493	23.197483	25.992123	26.30948	22.381136	0.0	11.788633	5.6177754	7.8950186	9.087178	8.673611	14.036602	6.684574	16.121136	9.188436	1.5425671	0.82859826	1.7732489
24.171583	27.056145	27.887587	24.075968	16.363028	15.84057	1.4870504	22.775845	12.984891	9.069432	5.3307905	22.33646	23.430239	23.521193	22.8248	0.0	23.529879	16.289316	2.297774	19.091124	14.146698	20.070791	6.717447	5.257657	7.521387	0.0	20.96271	5.3889155	13.153075	19.655983	16.213152	0.0	11.02817	13.171092	3.9375434	6.0610485	26.741932	21.811903	18.5448	0.0	0.66325665	26.036713	0.0	7.5783267	1.8985782	1.7973249	1.4242429	10.456809	0.0	27.378948	1.8255339	22.144983	28.114676	25.311216	27.127447	25.700562	24.229073	23.540436	25.775751	26.27861	22.390163	0.0	11.837099	5.673047	8.005767	9.129318	8.658241	13.866412	6.720165	16.410929	9.08305	1.5514762	0.8285343	1.820883
23.99283	27.101023	27.902546	24.04434	16.08684	15.850596	1.5152739	22.845179	13.112527	9.209218	5.3179517	22.226551	23.26691	23.416775	22.806904	0.0	23.593975	16.370138	2.3232088	19.04546	14.1155405	20.33249	6.728861	5.134833	7.5944304	0.0	21.14411	5.4407296	13.2693405	19.701443	16.339748	0.0	11.070759	13.124951	3.9462483	5.9482274	26.821035	21.75738	18.552073	0.0	0.6481502	26.275738	0.0	7.546186	1.8560026	1.8184845	1.4165763	10.523608	0.0	27.265873	1.7900227	22.317793	28.044563	25.400148	26.994041	25.596153	24.234888	23.543974	25.815649	26.323126	22.446426	0.0	11.8695545	5.6316423	8.042306	9.089094	8.681037	14.143776	6.6730623	16.448608	9.291014	1.5459126	0.83224326	1.7347848
24.170696	27.168516	27.716248	24.011276	16.196577	15.770756	1.493862	22.564688	12.912972	9.24259	5.345467	22.2926	23.19286	23.51689	22.742146	0.0	23.565342	16.289799	2.0628967	18.805223	14.182184	19.921085	6.7051187	5.204247	7.6153812	0.0	21.052786	5.445984	13.072618	19.648586	16.282862	0.0	11.003835	13.10101	3.9062479	5.902186	26.695465	21.749477	18.546934	0.0	0.6580798	26.006248	0.0	7.5736804	1.8819735	1.8511611	1.3946284	10.483808	0.0	27.245253	2.003082	22.170483	27.806337	25.38426	26.870771	25.64655	24.150484	23.035913	25.729147	26.215357	22.420103	0.0	11.8684025	5.634384	8.040781	9.167259	8.7094	14.0091915	6.579567	16.395378	9.410993	1.5673404	0.83763385	1.8566506
24.39534	27.144747	27.88394	23.898012	16.234274	15.832194	1.5078664	22.809515	12.899029	9.197561	5.2287264	22.088917	22.981373	23.45599	22.760826	0.0	23.450447	16.020155	2.2371793	18.73228	14.084828	20.296177	6.6655226	5.1940236	7.4983683	0.0	21.073994	5.5081344	13.204083	19.551403	16.09661	0.0	10.776642	13.087373	3.8676817	6.0013185	27.108978	21.758646	18.460629	0.0	0.6649113	25.922754	0.0	7.501156	1.865503	1.7656382	1.3870375	10.457142	0.0	27.293926	1.981472	22.01564	27.941084	25.106096	26.824888	25.643452	23.959309	23.110876	25.948765	26.20859	22.429281	0.0	11.877615	5.615625	7.981125	9.108457	8.665839	13.994593	6.667318	16.170462	8.934597	1.5858178	0.8295461	1.8074664
24.115784	27.012339	27.961273	23.988575	16.083998	16.0428	1.4984477	22.65044	12.938149	9.22485	5.3998756	22.132957	23.203993	23.39517	22.72969	0.0	23.498213	16.068033	2.2599716	18.85996	14.012673	20.239628	6.7480526	5.210413	7.5445666	0.0	20.998886	5.37943	13.158562	19.676527	16.188784	0.0	11.1016865	13.090049	3.8936923	6.06352	27.129198	21.748028	18.514761	0.0	0.6502844	25.970793	0.0	7.5450373	1.8953722	1.7650266	1.4103011	10.42137	0.0	27.467718	1.8476033	22.148214	27.880104	25.15206	26.859594	25.419708	24.12239	23.192204	25.919542	26.169186	22.4016	0.0	11.779455	5.616394	7.855726	9.124577	8.679844	13.865041	6.6390204	16.351942	9.084197	1.6279278	0.8322449	1.6843776
23.992807	26.844854	27.774517	24.109076	16.270243	15.7652	1.492069	22.668198	12.90204	9.142475	5.29537	22.269735	23.134	23.222021	22.789637	0.0	23.41264	16.058878	2.293525	18.873758	14.158791	20.138338	6.710155	5.154974	7.4039836	0.0	21.032927	5.421902	13.168699	19.549274	16.216143	0.0	10.862121	13.080621	3.8887644	5.8896656	26.950724	21.748426	18.490364	0.0	0.66844213	26.019718	0.0	7.5066547	1.8959796	1.7923591	1.4011838	10.453622	0.0	27.532513	1.8847494	22.083946	27.823063	25.061125	26.821766	25.430124	24.095612	23.057758	25.676373	26.280409	22.372686	0.0	11.698229	5.6877565	8.005742	9.100422	8.654152	14.02351	6.6398063	16.185947	9.024343	1.5458218	0.8284744	1.6829649
24.208546	27.084013	27.652979	23.796074	16.314665	15.791882	1.4853103	22.534258	12.887224	9.09464	5.213503	22.225965	22.953194	23.31017	22.651651	0.0	23.323772	16.208036	2.0028148	18.533222	14.027416	20.055222	6.698695	5.184429	7.54499	0.0	20.846418	5.507878	13.09093	19.496265	16.310726	0.0	10.8719635	13.102433	3.915197	6.02314	26.517982	21.786459	18.517714	0.0	0.6596165	25.74009	0.0	7.5206914	1.87314	1.7436417	1.4052815	10.313807	0.0	27.024693	1.9715127	22.15493	27.785332	25.340828	26.862873	25.53303	24.01269	23.260485	25.384808	26.114397	22.41474	0.0	11.796209	5.6133533	7.956783	9.035773	8.651424	13.728101	6.652297	16.063927	8.989544	1.4920609	0.8201619	1.9850703
23.970423	26.674898	27.611433	23.917942	16.133436	15.7680645	1.4921346	22.502611	12.840945	9.21291	5.3479304	22.086592	23.080025	23.223356	22.649487	0.0	23.316387	16.131374	2.3188381	19.015013	13.855971	19.786596	6.65204	5.139716	7.543939	0.0	21.023933	5.4368515	13.03876	19.555199	16.1416	0.0	10.987986	13.062998	3.8863196	5.9146533	26.728783	21.708277	18.473726	0.0	0.653474	26.124195	0.0	7.469485	2.0346537	1.8147385	1.3924363	10.33224	0.0	26.956465	1.9923066	22.088715	27.830582	25.20329	26.846973	25.409071	24.128212	23.075296	25.426414	26.134928	22.381264	0.0	11.7704935	5.5990624	7.9567747	9.017042	8.633671	13.911369	6.619409	16.29237	8.962244	1.5752677	0.82403314	1.7600709
23.879822	26.59149	27.595219	23.823153	16.259537	15.909799	1.5074353	22.569466	12.890277	8.999577	5.252055	22.136036	23.1171	23.40615	22.709713	0.0	23.17641	16.205702	2.2677674	18.680777	13.993923	20.024364	6.6576123	5.1775694	7.6076217	0.0	20.986334	5.4740877	13.224726	19.672958	16.042889	0.0	10.979771	13.06299	3.9739976	5.9368205	26.957342	21.655125	18.338474	0.0	0.66440505	26.055855	0.0	7.5351954	1.8699889	1.7694418	1.393169	10.503697	0.0	27.518532	1.8341626	22.004744	27.863316	25.336151	26.92765	25.69723	24.014444	23.512878	26.095694	26.200974	22.379343	0.0	11.692343	5.6370463	7.931177	9.106654	8.6161785	13.955023	6.657624	16.511345	8.987809	1.5687276	0.8292614	1.7652466
23.928045	26.719986	27.478302	23.81291	15.885395	15.771611	1.4812418	22.540668	12.817861	9.08896	5.204832	22.157639	23.072468	23.333242	22.684978	0.0	23.216204	16.201813	2.237508	18.568495	13.926868	20.180336	6.685909	5.0444317	7.620661	0.0	21.083712	5.4079275	13.043409	19.727968	16.121447	0.0	10.896329	13.059547	3.9231634	5.996852	26.839672	21.721386	18.385603	0.0	0.6507694	25.79122	0.0	7.5133667	1.8954188	1.7484645	1.4110597	10.547534	0.0	27.166796	1.7597247	22.133831	27.713404	25.05564	26.774363	25.387587	23.981096	23.138693	25.679071	26.142733	22.424955	0.0	11.573727	5.662897	7.980623	9.221238	8.706396	14.009182	6.708848	16.100082	8.922072	1.4567951	0.8287373	1.9435878
23.851963	26.44585	27.249647	23.570784	16.021757	15.518315	1.4648312	22.555922	12.949393	8.97917	5.3766294	22.197218	23.011944	23.134035	22.659286	0.0	23.16826	16.088387	2.2040024	18.648827	13.898249	19.987484	6.6753607	5.111538	7.5529137	0.0	20.96919	5.3352637	13.038284	19.391392	16.289913	0.0	10.666978	13.009196	3.939261	5.892329	26.581469	21.734247	18.300283	0.0	0.6458808	25.992998	0.0	7.536859	1.9980447	1.7789788	1.4025282	10.326721	0.0	27.332787	1.7207415	22.002724	27.752079	25.178738	26.802933	25.350744	23.868319	23.179028	25.644186	26.075306	22.261456	0.0	11.67906	5.62242	7.9488573	9.053292	8.616077	14.036008	6.617611	16.246466	8.862778	1.5417744	0.8266878	1.7234029
23.799856	26.60109	27.356846	23.63752	16.18141	15.666412	1.512326	22.519152	12.8985195	9.062857	5.2514477	22.060211	22.992725	23.246758	22.616524	0.0	23.259495	15.959213	2.2039611	18.628471	13.836119	20.246237	6.6734233	5.099362	7.562113	0.0	21.06363	5.3505187	13.031566	19.595413	16.187082	0.0	10.666888	13.001514	3.9464774	6.2251964	26.708204	21.598927	18.245384	0.0	0.6439303	25.821047	0.0	7.531088	2.1680183	1.8737583	1.4021508	10.418772	0.0	27.38629	1.8693038	21.960136	27.689096	25.018461	26.76616	25.44103	23.695175	23.106358	25.660378	25.965767	22.15964	0.0	11.693789	5.627754	7.9446316	8.970966	8.654147	13.926508	6.694744	15.836055	8.989475	1.5733811	0.82591486	1.5903888
24.022148	26.722595	27.49444	23.991152	16.19389	15.613937	1.4654396	22.448849	12.846515	9.047973	5.275795	22.007568	22.957455	23.122103	22.61529	0.0	23.225548	16.116898	2.1429374	18.772364	13.950184	20.469687	6.6451755	5.140046	7.5847487	0.0	20.889435	5.3685455	13.022921	19.333235	16.083221	0.0	10.750264	12.991808	3.917766	5.9153438	26.529549	21.638664	18.362358	0.0	0.66599935	25.66025	0.0	7.4895215	2.0631163	1.8539062	1.3660439	10.459238	0.0	27.01556	1.9362303	22.027884	27.634144	24.99072	26.780502	25.466074	23.967714	23.03784	25.550528	25.983774	22.161427	0.0	11.630494	5.534619	7.9454746	8.975296	8.611699	13.701969	6.6327252	16.06443	8.951468	1.5730965	0.8116806	1.6127853
24.09895	26.769543	27.763971	23.636316	16.173656	15.720767	1.4679377	22.605816	13.06684	9.114419	5.354261	22.064228	23.048845	23.39147	22.682392	0.0	23.304924	16.19952	2.1949158	18.654013	14.040705	20.043734	6.6785917	5.138349	7.488214	0.0	21.162783	5.3474946	13.04466	19.534893	16.114594	0.0	10.858595	13.000124	3.9017622	5.9010115	26.711315	21.716656	18.455414	0.0	0.6623305	26.047468	0.0	7.490754	1.9052527	1.8423387	1.4074627	10.262568	0.0	27.257278	1.9177716	22.142488	27.867891	25.147358	26.862883	25.48874	24.165838	23.287413	25.659918	26.1509	22.282993	0.0	11.7441025	5.576445	7.9103394	9.095534	8.657536	13.943018	6.5732217	16.195976	8.711058	1.5412624	0.8218403	1.5311109
24.172615	27.03663	27.853212	24.13166	15.993757	15.774297	1.5015308	22.655928	13.0238905	9.111146	5.193921	22.262672	23.20822	23.529501	22.721706	0.0	23.57297	16.078026	2.2975018	18.403366	13.893112	19.689592	6.7562547	5.1771293	7.48336	0.0	21.125366	5.410322	13.186178	19.523212	16.13082	0.0	10.999858	12.991965	3.8996592	6.128522	26.780155	21.720062	18.510757	0.0	0.6537602	26.401861	0.0	7.5190134	2.066346	1.8714166	1.4258941	10.339456	0.0	27.178268	2.0184598	22.050356	27.8649	25.237074	26.761524	25.53829	24.0419	22.820223	25.78192	26.264338	22.231535	0.0	11.755315	5.6033034	7.947228	9.052554	8.6448765	13.953733	6.7097116	16.266783	8.833457	1.5249273	0.8408271	1.6837276
24.412699	27.230436	27.846922	24.215946	16.285482	15.908928	1.5108459	22.961365	13.13025	9.137067	5.292797	22.077814	23.148085	23.409945	22.664343	0.0	23.419668	16.135752	2.2676353	18.357586	13.938605	19.644293	6.670995	5.101237	7.3862596	0.0	20.960472	5.4237704	13.091932	19.508963	16.24032	0.0	11.062549	12.926152	3.9178631	6.0165024	26.83662	21.798597	18.602695	0.0	0.6661283	26.140434	0.0	7.5698256	1.9669594	1.8008803	1.4357885	10.39644	0.0	27.25212	1.9334894	22.143492	27.838154	24.957449	26.797585	25.580328	23.956736	23.032663	25.816687	26.1428	22.275187	0.0	11.724804	5.630589	7.944721	9.062181	8.686911	13.770461	6.624194	16.278515	8.917832	1.587103	0.82464916	1.6821322
24.35314	27.366407	28.051937	24.032019	16.277248	15.935651	1.5064149	22.912832	13.027164	9.238282	5.215853	22.169811	23.025978	23.359585	22.724104	0.0	23.48467	16.120308	2.3878515	18.957228	14.031879	20.557352	6.7296686	5.1297965	7.534485	0.0	21.16809	5.4783726	13.129654	19.483307	16.247856	0.0	10.965541	13.174822	3.9384484	6.0457044	26.809261	21.884912	18.5473	0.0	0.66438544	26.174522	0.0	7.499254	2.0140345	1.8195246	1.4315886	10.432705	0.0	27.25065	1.8773956	22.097795	27.867521	25.225603	26.8248	25.578892	24.185772	23.07106	25.703157	26.063942	22.299685	0.0	11.748971	5.6138473	7.963525	8.993266	8.686501	13.952374	6.761655	16.336462	9.062611	1.5917823	0.8139601	1.6769624
24.496187	27.376354	28.177824	24.537132	16.186087	15.97485	1.4819828	23.078035	13.1684885	9.282996	5.2088284	21.991383	23.109089	23.230104	22.775393	0.0	23.618195	16.344273	2.2479093	18.800776	14.058524	20.210703	6.731144	5.1766753	7.526651	0.0	21.115252	5.3855147	13.136626	19.63386	16.146065	0.0	11.116051	13.068821	3.9621098	6.1442804	26.924006	21.824064	18.587751	0.0	0.6545337	26.255337	0.0	7.517001	1.9280065	1.9213574	1.4053308	10.447631	0.0	27.385012	1.7737126	22.155651	27.834583	24.914297	26.789942	25.522476	24.115686	22.956854	25.785976	26.18823	22.4078	0.0	11.808703	5.6311936	8.0441265	9.023138	8.676618	13.961635	6.7340155	16.304693	8.944999	1.5355959	0.8289353	1.8454319
24.412687	27.427237	28.099777	24.639893	16.032942	15.928735	1.5034132	23.077589	13.17231	9.267494	5.310213	22.071772	23.235558	23.219006	22.772366	0.0	23.555067	16.164824	2.1901357	18.934275	13.965734	20.067303	6.702175	5.2191987	7.596172	0.0	21.367174	5.3853273	13.157854	19.487902	16.192091	0.0	10.97636	13.140219	3.9444687	5.882163	27.208658	21.803442	18.71906	0.0	0.65463376	26.362492	0.0	7.546825	1.8307343	1.7781514	1.4268911	10.510824	0.0	27.42442	1.935416	22.141972	27.847143	25.274313	26.96325	25.79486	24.063843	23.492636	26.019947	26.211275	22.389544	0.0	11.77683	5.611014	8.0193205	9.017561	8.68832	14.1124115	6.743082	16.31137	9.098341	1.5487084	0.8204517	1.733384
24.328592	27.436228	28.07452	24.51087	16.098396	15.93566	1.5020034	22.88756	13.1321535	9.1809025	5.319596	22.155767	23.355602	23.445993	22.747482	0.0	23.38021	16.165134	2.307204	18.706198	13.969101	20.069096	6.701223	5.1178217	7.61805	0.0	21.075136	5.494968	13.1319065	19.539038	16.107838	0.0	10.992643	13.075107	3.9464371	5.946282	26.915663	21.826746	18.634102	0.0	0.65835476	26.238295	0.0	7.563898	2.0772655	1.7377106	1.4005198	10.499997	0.0	27.401741	2.0407639	22.165983	27.908394	25.225811	26.936861	25.751389	24.004278	23.144043	25.922789	26.214628	22.378345	0.0	11.7950535	5.6288886	7.9462886	9.035528	8.664728	13.924973	6.663944	16.25914	8.925609	1.5810673	0.8231174	1.679029
24.362473	27.320404	28.079226	24.282568	16.078182	16.066727	1.4593906	22.908117	13.082021	9.267854	5.3627405	22.22649	23.289078	23.263098	22.701836	0.0	23.350094	16.163153	2.3700192	18.74021	13.961401	20.464794	6.734117	5.1776023	7.517899	0.0	21.169739	5.3855	13.088098	19.647272	16.119446	0.0	10.726259	13.112435	3.9278867	5.926796	27.084257	21.836666	18.630938	0.0	0.6493689	26.11459	0.0	7.443373	2.0457358	1.924507	1.4011755	10.450475	0.0	27.553776	1.8736264	22.112652	27.836613	25.087637	27.009295	25.781189	23.965994	22.86459	25.984312	26.14532	22.428473	0.0	11.768754	5.626706	7.879249	8.99201	8.595066	13.893398	6.6973977	16.236732	8.861995	1.5461446	0.8206642	1.7423754
24.282177	27.012777	27.786823	24.485512	16.21371	16.063889	1.4921232	22.846348	13.106714	9.203598	5.2492275	22.347057	23.139793	23.341139	22.74275	0.0	23.51893	16.46165	2.101543	18.584024	13.994619	20.459846	6.7840824	5.1072354	7.5361557	0.0	21.209738	5.3505116	13.0879755	19.73571	16.176882	0.0	10.771178	13.115436	3.9831836	6.17152	26.830833	21.780357	18.548187	0.0	0.64927435	26.186728	0.0	7.475723	1.9910848	1.8767715	1.4273243	10.315882	0.0	27.5763	1.6872098	22.03336	27.76708	24.946756	26.827944	25.716196	23.997198	23.061638	26.06268	26.042494	22.29983	0.0	11.798775	5.6627755	8.056234	9.119579	8.662847	14.039604	6.742311	16.229084	8.996553	1.5203114	0.8344712	1.8508843
24.450914	27.35295	27.849102	24.065355	16.197763	16.12717	1.5066795	22.685926	12.960883	9.237748	5.195598	22.221994	22.969091	23.431011	22.721123	0.0	23.501703	15.965047	2.0479808	18.547842	13.970463	19.849089	6.721061	5.0985813	7.4844236	0.0	21.217634	5.497098	13.04753	19.60269	16.043365	0.0	10.90244	12.99882	3.9098835	6.0127	26.881119	21.738995	18.527925	0.0	0.65879065	26.345428	0.0	7.435465	1.9779105	1.8970851	1.4220196	10.342895	0.0	27.447199	1.7098433	21.937256	27.746504	25.013521	26.903692	25.651976	23.801027	23.173992	25.84933	25.989902	22.254883	0.0	11.736231	5.6269135	8.0094185	9.02052	8.578806	14.106244	6.7229104	16.24158	8.87646	1.5354292	0.8279847	1.6781194
24.210669	27.093494	27.9534	24.188387	15.970041	15.889066	1.5270109	22.722036	13.116526	9.117012	5.3200274	22.025206	22.907736	23.042725	22.637508	0.0	23.270754	16.163656	2.1498277	18.743454	13.974959	19.936388	6.6656504	5.057165	7.5323	0.0	21.120928	5.368143	12.929776	19.60384	16.12405	0.0	10.835518	13.021558	3.9457555	6.0237308	26.804995	21.73043	18.481577	0.0	0.6617676	26.07433	0.0	7.5966506	1.9743468	1.7767082	1.4181856	10.290685	0.0	27.307663	1.8499082	22.054522	27.774761	25.058828	26.857988	25.546505	24.10206	22.962997	25.745613	26.01312	22.23143	0.0	11.6747	5.6250925	8.014588	9.054332	8.619667	13.969646	6.683344	16.067595	8.972355	1.5566081	0.82718813	1.6577574
24.044168	26.860239	27.871712	24.08052	16.098253	15.818943	1.5226119	22.714165	12.949315	9.118638	5.315769	22.149422	23.099905	23.202953	22.651316	0.0	23.323526	16.114904	2.4005718	18.462675	13.822312	19.900652	6.6058316	5.117528	7.5061283	0.0	21.154076	5.3858447	13.03663	19.487167	16.13136	0.0	10.799484	13.041961	3.93592	6.013697	26.814034	21.808578	18.460257	0.0	0.6532755	26.32438	0.0	7.5009527	1.8620912	1.8804296	1.4107217	10.366097	0.0	27.25874	1.7677913	22.026175	27.750576	25.373459	26.83591	25.622217	23.998386	23.57304	25.786352	26.02031	22.277588	0.0	11.720777	5.640823	7.886706	9.093913	8.647321	13.746808	6.6815205	15.966307	8.730026	1.6014122	0.8225807	1.9226234
24.043055	27.152956	27.852896	24.04685	15.972532	15.884677	1.5030776	22.817028	13.005109	9.1523285	5.2356687	22.291008	23.127645	23.250307	22.662268	0.0	23.469795	16.12859	2.20714	18.519033	13.770186	20.25902	6.650918	5.0916114	7.5228453	0.0	20.991673	5.3082285	13.1184225	19.486115	16.09773	0.0	10.764516	13.051522	3.9134417	5.8448615	26.935493	21.766327	18.486258	0.0	0.6503312	26.293839	0.0	7.4758677	1.8750654	1.7966187	1.4231743	10.457997	0.0	27.495844	1.8471344	22.03249	27.791243	25.249233	26.768793	25.603329	23.93528	23.409477	25.864841	25.962103	22.276056	0.0	11.7311	5.632127	7.969184	8.9323225	8.649602	13.8404875	6.6966906	16.169641	8.699654	1.6036291	0.82481617	1.7995669
24.143473	27.016916	27.724024	24.080725	15.71706	15.834137	1.4536566	22.60633	12.993226	9.199005	5.261985	22.025234	22.91589	23.265034	22.70698	0.0	23.504858	16.218624	2.303022	18.755203	14.036051	20.451357	6.706401	5.0925403	7.574068	0.0	21.1109	5.284832	13.099438	19.433876	16.114656	0.0	10.744831	13.012294	3.9240944	6.1250563	27.01478	21.828632	18.453508	0.0	0.6447348	26.139538	0.0	7.6333256	1.9912694	1.8216578	1.4258366	10.436122	0.0	27.67338	1.837999	22.069141	27.828442	25.161919	26.95944	25.862108	23.956417	22.977028	26.1254	26.19293	22.354925	0.0	11.674559	5.6365056	7.9661303	9.112002	8.5784855	13.918231	6.683503	16.147621	9.146168	1.5898674	0.82196134	1.8476821
24.130182	26.769245	27.661064	24.096537	16.21803	15.779584	1.4692855	22.849525	12.974667	9.162672	5.3521214	22.113659	23.037176	23.242443	22.684015	0.0	23.545444	16.216072	2.2776353	18.865053	13.918324	19.714113	6.6233253	5.136403	7.457318	0.0	21.207449	5.506823	13.024774	19.710691	16.247622	0.0	10.813198	13.050725	3.9373612	5.9309244	26.989899	21.769054	18.496136	0.0	0.6603805	26.324661	0.0	7.5254483	1.9650159	1.7954789	1.4012518	10.39767	0.0	27.424656	1.8695785	22.13152	27.803667	25.158382	26.988567	25.712502	23.953545	23.205824	26.009113	26.128052	22.33131	0.0	11.693616	5.6141057	7.8936453	9.05493	8.624236	14.088459	6.800105	15.903985	8.859843	1.5980955	0.82310474	1.7611187
